dataset,NumberOfInstances,LogNumberOfInstances,NumberOfFeatures,LogNumberOfFeatures,Dimensionality,LogDimensionality,InverseDimensionality,LogInverseDimensionality,NumberOfClasses,NumberOfCategoricalFeatures,PercentageOfCategoricalFeatures,NumberOfNumericFeatures,PercentageOfNumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,NumberOfBinaryFeatures,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,MajorityClassSize,MajorityClassPercentage,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,MeanSTDOfNumerical,STDSTDOfNumerical,MeanMeansOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,EquivalentNumberOfAttributes,NoiseToSignalRatio,ITFeatureTime,TotalFeatureTime
housing.arff,506,6.226536669,14,2.63905733,0.027667984,-3.58747934,36.14285714,3.58747934,2,1,7.692307692,12,92.30769231,12,0.083333333,0.413043478,0.586956522,0.5,0.086956522,1,2,2,2,0,2,0,0,0,0,0,0,297,58.69565217,0.002783826,-1.233218869,36.75277282,3.841553519,10.20245167,-2.881798744,5.207651615,0.679486915,1.822686685,28.94657596,48.47912217,75.90775148,0.015623298,0.978070971,3.55535,0.00377329,259.2090728,941.2408649,0.00170614,0.020113264
humandevel.arff,130,4.86753445,4,1.386294361,0.030769231,-3.481240089,32.5,3.481240089,2,1,33.33333333,2,66.66666667,2,0.5,0.5,0.5,0.5,0,0,130,130,130,0,130,0,0,0,0,0,0,65,50,0.001788249,-1.256897173,-1.200142077,-1.228519625,0.028377548,-0.346332848,0,-0.173166424,0.173166424,18.89862025,18.62803686,33.07146925,0.002394201,1,4.67046,0.693147181,1.442695041,5.73805462,0.001116373,0.005298823
hungarian.arff,294,5.683579767,14,2.63905733,0.047619048,-3.044522438,21,3.044522438,2,7,53.84615385,6,46.15384615,0.857142857,1.166666667,0.360544218,0.639455782,0.5,0.139455782,1,2,269,69.28571429,104.3013687,485,782,18.99902818,293,99.65986395,9,3.06122449,188,63.94557823,0.002659478,-1,-1,-1,-1,-1,-1,-1,-1,19.56404839,23.05794786,95.16243531,0.005160658,0.943134004,4.86056,0.086307369,10.92761852,55.31682596,0.006495726,0.014315862
hutsof99_child_witness.arff,42,3.737669618,17,2.833213344,0.404761905,-0.904456274,2.470588235,0.904456274,2,0,0,16,100,0,0,0.404761905,0.595238095,0.5,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,25,59.52380952,0.001327568,-1.284865132,-0.057432315,-0.684799189,0.366260549,-0.403905183,0.614298761,-0.028789112,0.294628597,2.704564236,5.332737642,6.500297725,0.016493342,-1,-1,-1,-1,-1,-1,0.01782091
hutsof99_logis.arff,70,4.248495242,8,2.079441542,0.114285714,-2.1690537,8.75,2.1690537,2,4,57.14285714,3,42.85714286,0.75,1.333333333,0.485714286,0.514285714,0.5,0.014285714,3,2,4,2.5,0.866025404,10,0,0,0,0,0,0,36,51.42857143,0.001976548,-0.881109478,-0.315154964,-0.56417767,0.235987094,0.205931485,0.232469931,0.222084944,0.011576665,8.940538148,11.46027609,17.45357052,0.003400832,0.999411065,3.63879,0.051449605,19.42504843,69.72530862,0.003433596,0.008810976
hypothyroid.arff,3772,8.235360644,30,3.401197382,0.00795334,-4.834163262,125.7333333,4.834163262,2,22,75.86206897,7,24.13793103,0.318181818,3.142857143,0.077147402,0.922852598,0.5,0.422852598,19,1,152,8.909090909,31.23213539,196,6064,5.358784023,3772,100,8,0.212089077,3481,92.28525981,0.010082094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.008331741,0.39204725,-1,0.001157193,338.7917102,-1,0.034661243,0.053075078
ionosphere.arff,351,5.860786223,35,3.555348061,0.0997151,-2.305438162,10.02857143,2.305438162,2,0,0,34,100,0,0,0.358974359,0.641025641,0.5,0.141025641,0,0,0,0,0,0,0,0,0,0,0,0,225,64.1025641,0.001700218,-3,4.358246096,0.24075357,1.188139761,-2.521556377,0.112164073,-0.564856055,0.634366116,0.509692917,0.109390941,0.247696983,0.027873791,-1,-1,-1,-1,-1,-1,0.02957401
iris.arff,150,5.010635294,5,1.609437912,0.033333333,-3.401197382,30,3.401197382,2,0,0,4,100,0,0,0.333333333,0.666666667,0.5,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,100,66.66666667,0.001329542,-1.395358904,0.241442688,-0.765682518,0.665601891,-0.271712482,0.330701739,0.066699699,0.261433747,0.944147311,0.493247231,3.463667005,0.003574919,-1,-1,-1,-1,-1,-1,0.004904461
irish.arff,500,6.214608098,6,1.791759469,0.012,-4.422848629,83.33333333,4.422848629,3,3,60,2,40,0.666666667,1.5,0.074,0.65,0.333333333,0.238620107,2,2,16,6.666666667,6.599663291,20,32,1.066666667,32,6.4,2,0.4,325,65,0.001976943,-1,-1,-1,-1,-1,-1,-1,-1,15.37920332,0.061677456,69.54330063,0.001978127,1.194539645,5.635,0.333026583,3.586919798,15.92057184,0.002739219,0.006694289
jEdit_4.0_4.2.arff,274,5.613128106,9,2.197224577,0.032846715,-3.415903529,30.44444444,3.415903529,2,0,0,8,100,0,0,0.489051095,0.510948905,0.5,0.010948905,0,0,0,0,0,0,0,0,0,0,0,0,140,51.09489051,0.001646531,-1.377104087,99.94852615,37.61563181,37.68726551,-0.259121299,9.016894341,4.405748442,3.381945717,112.3320246,178.0375807,57.84899709,0.006793373,-1,-1,-1,-1,-1,-1,0.008439905
jEdit_4.2_4.3.arff,369,5.910796644,9,2.197224577,0.024390244,-3.713572067,41,3.713572067,2,0,0,8,100,0,0,0.447154472,0.552845528,0.5,0.052845528,0,0,0,0,0,0,0,0,0,0,0,0,204,55.28455285,0.001686007,-1.329629635,89.71897822,38.19136539,36.55225429,-0.375310034,8.434929848,4.384561826,3.290135373,105.2090619,163.4379771,60.00237264,0.007816978,-1,-1,-1,-1,-1,-1,0.009502985
jm1.arff,10885,9.295140974,22,3.091042453,0.00202113,-6.20409852,494.7727273,6.20409852,2,0,0,21,100,0,0,0.193477262,0.806522738,0.5,0.306522738,0,0,0,0,0,0,25,0.010439721,5,0.045934773,5,0.045934773,8779,80.65227377,0.009349819,-1,-1,-1,-1,-1,-1,-1,-1,21962.67315,92353.66116,1902.775222,0.027045591,-1,-1,-1,-1,-1,-1,0.036395411
kc1-binary.arff,145,4.976733742,95,4.553876892,0.655172414,-0.422856851,1.526315789,0.422856851,2,0,0,94,100,0,0,0.413793103,0.586206897,0.5,0.086206897,0,0,0,0,0,0,0,0,0,0,0,0,85,58.62068966,0.002660267,-3,67.51398602,11.3317958,14.63148471,-1.095258236,8.337504387,2.469140725,1.830645909,2988.927005,21011.24235,1290.466596,0.081511398,-1,-1,-1,-1,-1,-1,0.084171666
kc1-top5.arff,145,4.976733742,95,4.553876892,0.655172414,-0.422856851,1.526315789,0.422856851,2,0,0,94,100,0,0,0.055172414,0.944827586,0.5,0.444827586,0,0,0,0,0,0,0,0,0,0,0,0,137,94.48275862,0.001749563,-3,67.51398602,11.3317958,14.63148471,-1.095258236,8.337504387,2.469140725,1.830645909,2988.927005,21011.24235,1290.466596,0.077083804,-1,-1,-1,-1,-1,-1,0.078833367
kc1.arff,2109,7.65396918,22,3.091042453,0.010431484,-4.562926727,95.86363636,4.562926727,2,0,0,21,100,0,0,0.154575628,0.845424372,0.5,0.345424372,0,0,0,0,0,0,0,0,0,0,0,0,1783,84.54243717,0.00270527,1.235610657,102.831984,31.77507932,28.47020898,1.139954329,8.782783508,4.200188234,1.967587727,915.2382646,3702.062304,285.0962749,0.02054197,-1,-1,-1,-1,-1,-1,0.023247239
kc3.arff,458,6.126869184,40,3.688879454,0.087336245,-2.43798973,11.45,2.43798973,2,0,0,39,100,0,0,0.093886463,0.906113537,0.5,0.406113537,0,0,0,0,0,0,0,0,0,0,0,0,415,90.61135371,0.002193665,-1.495997146,134.1347395,18.71357405,24.80624386,-2.011446714,9.998581886,3.090972682,2.192713046,1243.632744,7004.733128,395.4946258,0.033331307,-1,-1,-1,-1,-1,-1,0.035524972
kdd_el_nino-small.arff,782,6.661854741,9,2.197224577,0.011508951,-4.464630163,86.88888889,4.464630163,2,2,25,6,75,3,0.333333333,0.350383632,0.649616368,0.5,0.149616368,0,14,59,36.5,22.5,73,466,6.621199204,214,27.3657289,4,0.511508951,508,64.96163683,0.002532366,-1,-1,-1,-1,-1,-1,-1,-1,24.47769924,47.47380312,6.908085366,0.005381722,0.934410204,6.44115,0.262507869,3.55955122,23.53698856,0.002002602,0.00991669
kdd_internet_usage.arff,10108,9.221082469,69,4.234106505,0.006826276,-4.986975964,146.4927536,4.986975964,2,68,100,0,0,0,0,0.268599129,0.731400871,0.5,0.231400871,48,2,2710,48.14705882,325.9876064,3274,2699,0.386980036,2699,26.70162248,1,0.009893154,7393,73.14008706,0.04956332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.839447285,7.51895,0.014437952,58.14171321,519.7769209,0.153908252,0.203471572
kdd_ipums_la_97-small.arff,7019,8.856376037,61,4.110873864,0.008690697,-4.745502173,115.0655738,4.745502173,2,27,45,33,55,1.222222222,0.818181818,0.369568315,0.630431685,0.5,0.130431685,2,1,6374,1646.592593,1920.360966,44458,43814,10.23311433,7019,100,17,0.242199744,4425,63.04316854,0.027610883,-1.986545897,1785.649674,65.64197398,305.3519634,-0.888332546,41.54735947,3.051883779,7.286241543,75314.18473,158002.3961,48833.5848,0.044026853,0.950340056,-1,0.127227397,7.469618029,-1,0.052656636,0.124294372
kdd_ipums_la_98-small.arff,7485,8.920656297,56,4.025351691,0.00748163,-4.895304606,133.6607143,4.895304606,2,39,70.90909091,16,29.09090909,0.41025641,2.4375,0.105678023,0.894321977,0.5,0.394321977,3,1,5317,837.3589744,1525.273754,32657,32427,7.736186659,7369,98.4502338,12,0.160320641,6694,89.43219773,0.027361002,-1.963715904,49.8742747,2.506093471,12.23905892,-0.977119267,7.138608933,1.042613367,1.748207053,149945.8053,190777.8935,103090.0601,0.018993338,0.486740324,-1,0.013033267,37.34599381,-1,0.071587997,0.117942337
kdd_synthetic_control.arff,600,6.396929655,62,4.127134385,0.103333333,-2.26979527,9.677419355,2.26979527,2,1,1.639344262,60,98.36065574,60,0.016666667,0.166666667,0.833333333,0.5,0.333333333,0,600,600,600,0,600,0,0,0,0,0,0,500,83.33333333,0.003149766,-1.214767548,0.583362112,-0.562755252,0.592995692,-0.690260291,0.931436896,0.033919674,0.288004832,9.743561339,3.768441135,30.09216757,0.056998568,-1,-1,-1,-1,-1,-1,0.060148334
kidney.arff,76,4.33073334,7,1.945910149,0.092105263,-2.384823191,10.85714286,2.384823191,2,3,50,3,50,1,1,0.473684211,0.526315789,0.5,0.026315789,2,2,4,2.666666667,0.942809042,8,0,0,0,0,0,0,40,52.63157895,0.002170374,-1.201663472,3.449393414,0.68622202,1.997110679,-0.736233473,1.968043923,0.410603484,1.141556094,51.88632298,55.29043128,54.94298172,0.002730929,0.998000884,3.64518,0.014402531,69.29343629,252.0927943,0.00259908,0.007500383
kin8nm.arff,8192,9.010913347,9,2.197224577,0.001098633,-6.81368877,910.2222222,6.81368877,2,0,0,8,100,0,0,0.491210938,0.508789063,0.5,0.008789063,0,0,0,0,0,0,0,0,0,0,0,0,4168,50.87890625,0.004000467,-1.200009728,-1.176488923,-1.190848371,0.007232804,-0.035992667,0.010221086,-0.002423223,0.013746261,0.905225977,0.004449619,0.002472782,0.009175732,-1,-1,-1,-1,-1,-1,0.013176199
kr-vs-kp.arff,3196,8.069655307,37,3.610917913,0.011576971,-4.458737394,86.37837838,4.458737394,2,36,100,0,0,0,0,0.477784731,0.522215269,0.5,0.022215269,35,2,3,2.027777778,0.16433555,73,0,0,0,0,0,0,1669,52.22152691,0.011969032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.998575539,7.73112,0.013274923,75.22269896,581.3851623,0.045716808,0.05768584
labor.arff,57,4.043051268,17,2.833213344,0.298245614,-1.209837924,3.352941176,1.209837924,2,8,50,8,50,1,1,0.350877193,0.649122807,0.5,0.149122807,0,9,37,26,8.062257748,208,326,33.64293086,56,98.24561404,16,28.07017544,37,64.9122807,0.002476311,-1,-1,-1,-1,-1,-1,-1,-1,2.176303327,1.480072891,9.412290633,0.007181814,0.934849024,2.63627,0.069763989,13.4001658,36.78837315,0.006678499,0.016336624
letter.arff,20000,9.903487553,17,2.833213344,0.00085,-7.070274208,1176.470588,7.070274208,2,0,0,16,100,0,0,0.04065,0.95935,0.5,0.45935,0,0,0,0,0,0,0,0,0,0,0,0,19187,95.935,0.012480242,-0.421373845,2.074424949,0.69726343,0.670750721,-0.31005609,1.159887791,0.290275269,0.455196397,2.273707323,0.417112826,5.925465643,0.025301555,-1,-1,-1,-1,-1,-1,0.037781797
leukemia.arff,72,4.276666119,7130,8.872066513,99.02777778,4.595400394,0.010098177,-4.595400394,2,0,0,7129,100,0,0,0.347222222,0.652777778,0.5,0.152777778,0,0,0,0,0,0,0,0,0,0,0,0,47,65.27777778,0.018418177,-1.262147598,66.97146796,3.428219733,7.157283429,-8.191486359,8.303572655,0.717762404,1.416478122,406.6796593,789.7980164,619.778711,8.151750905,-1,-1,-1,-1,-1,-1,8.170169082
lowbwt.arff,189,5.241747015,10,2.302585093,0.052910053,-2.939161922,18.9,2.939161922,2,7,77.77777778,2,22.22222222,0.285714286,3.5,0.476190476,0.523809524,0.5,0.023809524,4,2,6,3,1.414213562,21,0,0,0,0,0,0,99,52.38095238,0.00243723,0.568443035,2.309180181,1.438811608,0.870368573,0.716439664,1.390854716,1.05364719,0.337207526,17.89150882,12.60686612,76.52645683,0.001957995,0.998363673,4.10938,0.060688308,16.45067563,66.71292902,0.005806875,0.0102021
lung-cancer.arff,32,3.465735903,57,4.043051268,1.78125,0.577315365,0.561403509,-0.577315365,2,56,100,0,0,0,0,0.28125,0.71875,0.5,0.21875,12,2,7,2.910714286,0.738647067,163,5,0.274122807,5,15.625,2,6.25,23,71.875,0.015735014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.857148437,2.8466,0.057137183,15.00158729,48.82039384,0.063661276,0.07939629
lymph.arff,148,4.997212274,19,2.944438979,0.128378378,-2.052773295,7.789473684,2.052773295,2,15,83.33333333,3,16.66666667,0.2,5,0.452702703,0.547297297,0.5,0.047297297,9,2,8,2.933333333,1.569146973,44,0,0,0,0,0,0,81,54.72972973,0.003296221,-0.527494012,28.71361787,9.51244074,13.58202065,0.330402911,5.387047291,2.302843908,2.208985408,1.014956186,0.660064873,2.045044978,0.002747509,0.993535622,4.19724,0.046298846,21.45918752,89.65547063,0.013855971,0.0198997
lymphoma_2classes.arff,45,3.80666249,4027,8.300776961,89.48888889,4.494114471,0.011174572,-4.494114471,2,0,0,4026,100,0,0,0.488888889,0.511111111,0.5,0.011111111,0,0,0,0,0,0,5948,3.282288994,38,84.44444444,2116,4702.222222,23,51.11111111,0.008185286,-1,-1,-1,-1,-1,-1,-1,-1,0.596575306,0.268883613,0.046438716,4.184277697,-1,-1,-1,-1,-1,-1,4.192462984
machine_cpu.arff,209,5.342334252,7,1.945910149,0.033492823,-3.396424103,29.85714286,3.396424103,2,0,0,6,100,0,0,0.267942584,0.732057416,0.5,0.232057416,0,0,0,0,0,0,0,0,0,0,0,0,153,73.20574163,0.005093155,5.733633105,21.90637889,12.86000379,5.803894104,2.125268221,3.998370171,3.085775654,0.651471241,2650.138995,4277.019257,2486.021582,0.012121408,-1,-1,-1,-1,-1,-1,0.017214563
MagicTelescope.arff,19020,9.853246336,12,2.48490665,0.000630915,-7.368339686,1585,7.368339686,2,0,0,11,100,0,0,0.351629863,0.648370137,0.5,0.148370137,0,0,0,0,0,0,0,0,0,0,0,0,12332,64.83701367,0.008769921,-1.200000121,16.76068402,3.774291674,5.336849455,-1.122989416,3.371362209,0.587540117,1.215152442,525.8121103,1570.185597,892.4482173,0.015690406,-1,-1,-1,-1,-1,-1,0.024460328
mammography.arff,11183,9.322150047,7,1.945910149,0.00062595,-7.376239898,1597.571429,7.376239898,2,0,0,6,100,0,0,0.023249575,0.976750425,0.5,0.476750425,0,0,0,0,0,0,0,0,0,0,0,0,10923,97.67504248,0.004548785,-1.805196678,163.2729206,62.72473657,65.01642074,0.197188437,8.892771721,4.442679435,3.185446689,0.999948601,2.26E-05,-1.33E-07,0.007391035,-1,-1,-1,-1,-1,-1,0.01193982
mbagrade.arff,61,4.110873864,3,1.098612289,0.049180328,-3.012261576,20.33333333,3.012261576,2,1,50,1,50,1,1,0.475409836,0.524590164,0.5,0.024590164,1,2,2,2,0,2,0,0,0,0,0,0,32,52.45901639,0.001955231,0.019068369,0.019068369,0.019068369,0,0.051699243,0.051699243,0.051699243,0,64.87330627,0,574.7540894,0.001133347,-1,-1,-1,-1,-1,-1,0.003088579
mc1.arff,9466,9.15546171,39,3.663561646,0.004120008,-5.491900064,242.7179487,5.491900064,2,0,0,38,100,0,0,0.007183604,0.992816396,0.5,0.492816396,0,0,0,0,0,0,0,0,0,0,0,0,9398,99.28163955,0.013187252,-1.956663208,4582.77652,826.0891043,1146.676201,-1.975443125,67.24968719,17.7672507,16.87187832,12708.09142,73043.12077,360.5584939,0.048829467,-1,-1,-1,-1,-1,-1,0.062016719
mc2.arff,161,5.081404365,40,3.688879454,0.248447205,-1.392524911,4.025,1.392524911,2,0,0,39,100,0,0,0.322981366,0.677018634,0.5,0.177018634,0,0,0,0,0,0,0,0,0,0,0,0,109,67.70186335,0.001666269,-1.14703913,20.33581172,8.856117441,5.719254417,-1.332507968,4.357198238,2.470189892,1.316884177,3994.362947,22906.40839,1526.550604,0.031264359,-1,-1,-1,-1,-1,-1,0.032930629
meta.arff,528,6.269096284,22,3.091042453,0.041666667,-3.17805383,24,3.17805383,2,2,9.523809524,19,90.47619048,9.5,0.105263158,0.102272727,0.897727273,0.5,0.397727273,0,22,24,23,1,46,504,4.338842975,264,50,3,0.568181818,474,89.77272727,0.002180638,-1,-1,-1,-1,-1,-1,-1,-1,1052.152738,3345.307432,812.1048662,0.016415575,0.476158845,6.05216,0.080387096,5.92332439,74.28767335,0.002009313,0.020605526
mfeat-factors.arff,2000,7.60090246,217,5.379897354,0.1085,-2.221005106,9.216589862,2.221005106,2,0,0,216,100,0,0,0.1,0.9,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1800,90,0.014289808,-1.388848725,1.694038677,-0.31739924,0.538617468,-1.073018312,0.862423599,0.027539829,0.42430368,49.56891954,46.06707201,318.2703896,0.205875642,-1,-1,-1,-1,-1,-1,0.220165451
mfeat-karhunen.arff,2000,7.60090246,65,4.17438727,0.0325,-3.42651519,30.76923077,3.42651519,2,0,0,64,100,0,0,0.1,0.9,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1800,90,0.006007807,-0.945347571,0.576493268,-0.048539323,0.251701762,-0.338858664,0.418407917,-0.004282459,0.163290958,2.152124742,1.362608998,0.053084775,0.063035192,-1,-1,-1,-1,-1,-1,0.069042999
mfeat-morphological.arff,2000,7.60090246,7,1.945910149,0.0035,-5.65499231,285.7142857,5.65499231,2,0,0,6,100,0,0,0.1,0.9,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1800,90,0.002030235,-1.038760334,0.076296084,-0.537895866,0.377206769,-0.062789448,1.007726073,0.531168569,0.334673788,630.7490729,1397.992975,1052.699023,0.005764242,-1,-1,-1,-1,-1,-1,0.007794477
mfeat-pixel.arff,2000,7.60090246,241,5.484796933,0.1205,-2.116105526,8.298755187,2.116105526,2,240,100,0,0,0,0,0.1,0.9,0.5,0.4,0,5,7,6.866666667,0.490464632,1648,0,0,0,0,0,0,1800,90,0.056898694,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.468995594,6.97661,0.027908064,16.80502057,248.9854566,0.267181798,0.324080493
mfeat-zernike.arff,2000,7.60090246,48,3.871201011,0.024,-3.729701449,41.66666667,3.729701449,2,0,0,47,100,0,0,0.1,0.9,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1800,90,0.004497072,-0.991933429,4.356180262,0.730559928,1.403124269,0.005487376,1.793252587,0.790236836,0.482084201,40.11541684,36.051852,88.63644827,0.046672514,-1,-1,-1,-1,-1,-1,0.051169586
molecular-biology_promoters.arff,106,4.663439094,59,4.077537444,0.556603774,-0.58590165,1.796610169,0.58590165,2,58,100,0,0,0,0,0.320754717,0.679245283,0.5,0.179245283,1,2,106,5.724137931,13.28441283,332,0,0,0,0,0,0,72,67.9245283,0.008955852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.905200297,4.27161,0.029201886,30.99800833,145.278576,0.047932184,0.056888036
monks-problems-1.arff,554,6.317164687,7,1.945910149,0.012635379,-4.371254538,79.14285714,4.371254538,2,6,100,0,0,0,0,0.496389892,0.503610108,0.5,0.003610108,2,2,4,2.833333333,0.687184271,17,0,0,0,0,0,0,279,50.36101083,0.006161367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.999962395,5.79364,0.000260155,3843.723581,22268.99785,0.014272044,0.020433412
monks-problems-2.arff,601,6.398594935,7,1.945910149,0.011647255,-4.452684785,85.85714286,4.452684785,2,6,100,0,0,0,0,0.499168053,0.500831947,0.5,0.000831947,2,2,4,2.833333333,0.687184271,17,0,0,0,0,0,0,301,50.08319468,0.002471179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.999998003,5.81309,0.000316241,3162.140433,18380.83109,0.005374616,0.007845795
monks-problems-3.arff,556,6.320768294,7,1.945910149,0.012589928,-4.374858145,79.42857143,4.374858145,2,6,100,0,0,0,0,0.489208633,0.510791367,0.5,0.010791367,2,2,4,2.833333333,0.687184271,17,0,0,0,0,0,0,284,51.07913669,0.002447888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.99966396,5.79609,0.000164783,6066.543682,35173.02779,0.005291323,0.007739211
mozilla4.arff,15545,9.651494322,6,1.791759469,0.000385976,-7.859734853,2590.833333,7.859734853,2,0,0,5,100,0,0,0.328594403,0.671405597,0.5,0.171405597,0,0,0,0,0,0,0,0,0,0,0,0,10437,67.14055967,0.005598049,-1.924848402,53.57332217,9.971885031,21.81149673,-0.274138033,5.89205265,1.47133,2.269157162,220048.679,269639.7276,221596.3591,0.00609189,-1,-1,-1,-1,-1,-1,0.011689939
mu284.arff,284,5.648974238,11,2.397895273,0.038732394,-3.251078965,25.81818182,3.251078965,2,0,0,10,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,142,50,0.001800092,-1.201299347,89.20756755,43.17615833,42.53627415,0.000112978,8.786385536,4.550090703,3.889564585,978.9661655,1767.749542,538.5440209,0.008316346,-1,-1,-1,-1,-1,-1,0.010116438
mushroom.arff,8124,9.002577923,23,3.135494216,0.002831118,-5.867083707,353.2173913,5.867083707,2,22,100,0,0,0,0,0.482028557,0.517971443,0.5,0.017971443,5,1,2484,118,516.3128016,2596,2480,1.327253655,2480,30.52683407,1,0.012309207,4208,51.79714426,0.013964923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.999067897,-1,0.137419727,7.270192712,-1,0.041863979,0.055828903
musk.arff,6598,8.794521852,170,5.135798437,0.025765383,-3.658723415,38.81176471,3.658723415,2,2,1.183431953,167,98.81656805,83.5,0.011976048,0.154137617,0.845862383,0.5,0.345862383,0,102,6598,3350,3248,6700,0,0,0,0,0,0,5581,84.58623825,0.042164389,-1.622546303,51.09652795,1.692346341,7.02095449,-1.435428023,6.316815853,0.474709322,1.257621192,96.83888094,141.9230589,-25.97482439,0.208325109,0.620098559,8.58162,0.429819568,1.442695041,18.96564297,0.004005994,0.254495493
newton_hema.arff,140,4.941642423,4,1.386294361,0.028571429,-3.555348061,35,3.555348061,2,1,33.33333333,2,66.66666667,2,0.5,0.5,0.5,0.5,0,0,11,11,11,0,11,0,0,0,0,0,0,70,50,0.003431228,-0.934451333,6.744298186,2.904923426,3.839374759,0.272837311,2.682513475,1.477675393,1.204838082,40.3801384,20.05904388,43.89107132,0.004127184,-1,-1,-1,-1,-1,-1,0.007558412
no2.arff,500,6.214608098,8,2.079441542,0.016,-4.135166557,62.5,4.135166557,2,0,0,7,100,0,0,0.498,0.502,0.5,0.002,0,0,0,0,0,0,0,0,0,0,0,0,251,50.2,0.003030155,-1.207747993,4.576708739,0.458179215,1.840805889,-0.835435748,0.823362827,-0.117911818,0.588592865,14.9171584,29.29191682,24.35384537,0.011909819,-1,-1,-1,-1,-1,-1,0.014939973
nursery.arff,12960,9.46962297,9,2.197224577,0.000694444,-7.272398393,1440,7.272398393,2,8,100,0,0,0,0,0.333333333,0.666666667,0.5,0.166666667,1,2,5,3.375,0.856956825,27,0,0,0,0,0,0,8640,66.66666667,0.00890177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.918295834,9.01701,0.079564271,11.54156033,112.3299096,0.018722535,0.027624305
optdigits.arff,5620,8.634086943,65,4.17438727,0.011565836,-4.459699673,86.46153846,4.459699673,2,0,0,64,100,0,0,0.101779359,0.898220641,0.5,0.398220641,0,0,0,0,0,0,0,0,0,0,0,0,5048,89.82206406,0.013179357,-3,2805.000487,163.0465458,475.1535464,-1.302644253,52.98113632,5.279426985,11.07652965,3.685964001,2.285615015,4.91124332,0.070261613,-1,-1,-1,-1,-1,-1,0.08344097
OVA_Breast.arff,1545,7.342779189,10937,9.299906815,7.078964401,1.957127626,0.141263601,-1.957127626,2,0,0,10936,100,0,0,0.222653722,0.777346278,0.5,0.277346278,0,0,0,0,0,0,0,0,0,0,0,0,1201,77.73462783,0.822868983,-0.855703679,1534.017722,53.72736415,142.122893,-0.003282253,39.15558243,4.120013257,4.627020876,2058.604408,4218.097505,3386.561591,19.01170454,-1,-1,-1,-1,-1,-1,19.83457353
OVA_Endometrium.arff,1545,7.342779189,10937,9.299906815,7.078964401,1.957127626,0.141263601,-1.957127626,2,0,0,10936,100,0,0,0.039482201,0.960517799,0.5,0.460517799,0,0,0,0,0,0,0,0,0,0,0,0,1484,96.05177994,0.826852081,-0.855703679,1534.017266,53.72736338,142.122889,-0.003280754,39.15556717,4.120013238,4.627020809,2058.60442,4218.097675,3386.561591,19.20056063,-1,-1,-1,-1,-1,-1,20.02741272
OVA_Ovary.arff,1545,7.342779189,10937,9.299906815,7.078964401,1.957127626,0.141263601,-1.957127626,2,0,0,10936,100,0,0,0.12815534,0.87184466,0.5,0.37184466,0,0,0,0,0,0,0,0,0,0,0,0,1347,87.18446602,0.82291438,-0.855704168,1534.017923,53.72736353,142.1228884,-0.003282231,39.15558243,4.120013244,4.627020813,2058.604409,4218.097717,3386.561584,19.10459837,-1,-1,-1,-1,-1,-1,19.92751275
OVA_Uterus.arff,1545,7.342779189,10937,9.299906815,7.078964401,1.957127626,0.141263601,-1.957127626,2,0,0,10936,100,0,0,0.0802589,0.9197411,0.5,0.4197411,0,0,0,0,0,0,0,0,0,0,0,0,1421,91.97411003,0.883786304,-0.855703679,1534.017521,53.72736381,142.1228925,-0.003282235,39.1555748,4.12001325,4.627020856,2058.604402,4218.097668,3386.561563,19.56647116,-1,-1,-1,-1,-1,-1,20.45025746
