dataset,#Instances,Log#Instances,#Features,Log#Features,Dimensionality,LogDimensionality,InverseDimensionality,LogInverseDimensionality,#Classes,#CategoricalFeatures,%CategoricalFeatures,#NumericFeatures,%NumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,#BinaryFeatures,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,#MissingValues,%MissingValues,#InstancesWithMissingValues,%InstancesWithMissingValues,#FeaturesWithMissingValues,%FeaturesWithMissingValues,MajorityClassSize,MajorityClassPercentage,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,MeanSTDOfNumerical,STDSTDOfNumerical,MeanMeansOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,EquivalentNumberOfAttributes,NoiseToSignalRatio,ITFeatureTime,TotalFeatureTime,DecisionTreeGiniDepth1Accuracy,DecisionTreeGiniDepth1TimeSum,DecisionTreeGiniDepth1TimeMean,DecisionTreeEntropyDepth1Accuracy,DecisionTreeEntropyDepth1TimeSum,DecisionTreeEntropyDepth1TimeMean,DecisionTreeGiniDepth2Accuracy,DecisionTreeGiniDepth2TimeSum,DecisionTreeGiniDepth2TimeMean,DecisionTreeEntropyDepth2Accuracy,DecisionTreeEntropyDepth2TimeSum,DecisionTreeEntropyDepth2TimeMean,DecisionTreeGiniDepth4Accuracy,DecisionTreeGiniDepth4TimeSum,DecisionTreeGiniDepth4TimeMean,DecisionTreeEntropyDepth4Accuracy,DecisionTreeEntropyDepth4TimeSum,DecisionTreeEntropyDepth4TimeMean,DecisionTreeGiniAccuracy,DecisionTreeGiniTimeSum,DecisionTreeGiniTimeMean,GaussianNBAccuracy,GaussianNBTimeSum,GaussianNBTimeMean,1NNAccuracy,1NNTimeSum,1NNTimeMean
AP_Breast_Prostate.arff,413,6.023447593,10937,9.299906815,26.48184019,3.276459222,0.037761726,-3.276459222,2,0,0,10936,100,0,0,0.167070218,0.832929782,0.5,0.332929782,0,0,0,0,0,0,0,0,0,0,0,0,344,83.29297821,0.177019555,-0.507110538,407.9316618,25.90810905,52.09126052,-0.065251827,20.24589729,3.169234099,3.024574961,1840.870343,3253.733306,3393.43834,17.53722477,-1,-1,-1,-1,-1,-1,17.71424432,0.975903614,4.026933064,0.402693306,0.979518072,8.193638022,0.819363802,0.977108434,8.41273035,0.841273035,0.978313253,13.55415391,1.355415391,0.980722892,8.546099686,0.854609969,0.980722892,13.72247145,1.372247145,0.981927711,8.152246205,0.815224621,0.996385542,1.281769821,0.128176982,0.985542169,6.590723771,0.659072377
AP_Colon_Kidney.arff,546,6.302618976,10937,9.299906815,20.03113553,2.99728784,0.049922282,-2.99728784,2,0,0,10936,100,0,0,0.476190476,0.523809524,0.5,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,286,52.38095238,0.195833659,-0.928734304,540.8758726,25.9856523,66.55423129,-0.243384823,23.29833984,2.897923784,3.343587111,1842.639204,3313.855619,3422.167047,20.13229757,-1,-1,-1,-1,-1,-1,20.32813123,0.957272727,6.676805597,0.66768056,0.957272727,10.59116195,1.059116195,0.96,11.77538739,1.177538739,0.950909091,21.13241718,2.113241718,0.949090909,12.54494147,1.254494147,0.953636364,22.34194535,2.234194535,0.952727273,14.47971424,1.447971424,0.97,1.943057533,0.194305753,0.960909091,11.13185386,1.113185386
AP_Colon_Omentum.arff,363,5.894402834,10937,9.299906815,30.12947658,3.405503981,0.033190089,-3.405503981,2,0,0,10936,100,0,0,0.212121212,0.787878788,0.5,0.287878788,0,0,0,0,0,0,0,0,0,0,0,0,286,78.78787879,0.140098752,-1.162925336,357.7024453,22.64059586,53.50062632,-0.324249178,18.96185303,2.753426362,3.132299921,1698.122373,3200.522135,3529.283804,19.59142446,-1,-1,-1,-1,-1,-1,19.73152322,0.919178082,3.928100991,0.392810099,0.906849315,8.573088805,0.857308881,0.921917808,7.221955498,0.72219555,0.912328767,14.77067953,1.477067953,0.916438356,9.629944031,0.962994403,0.916438356,15.90543998,1.590543998,0.915068493,10.79026775,1.079026775,0.924657534,1.351258445,0.135125844,0.905479452,7.879153136,0.787915314
AP_Colon_Ovary.arff,484,6.182084907,10937,9.299906815,22.59710744,3.117821909,0.044253452,-3.117821909,2,0,0,10936,100,0,0,0.409090909,0.590909091,0.5,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,286,59.09090909,0.246638449,-1.037997763,478.6814031,31.12547329,71.3639438,-0.155494794,21.92082024,3.233718381,3.620159851,1963.435826,5731.802786,3521.374664,20.16936838,-1,-1,-1,-1,-1,-1,20.41600683,0.929896907,4.904840349,0.490484035,0.929896907,9.898488319,0.989848832,0.910309278,9.616478881,0.961647888,0.918556701,18.66709537,1.866709537,0.908247423,16.6762936,1.66762936,0.925773196,27.38976972,2.738976972,0.912371134,17.88702814,1.788702814,0.931958763,1.613670582,0.161367058,0.86185567,8.335634765,0.833563476
AP_Colon_Prostate.arff,355,5.872117789,10937,9.299906815,30.8084507,3.427789026,0.032458627,-3.427789026,2,0,0,10936,100,0,0,0.194366197,0.805633803,0.5,0.305633803,0,0,0,0,0,0,0,0,0,0,0,0,286,80.56338028,0.180042602,-1.148251279,349.6461938,17.0829233,43.28824584,-0.349031568,18.7474556,2.383179652,2.684602637,1697.310544,3195.721524,3514.206799,19.01702388,-1,-1,-1,-1,-1,-1,19.19706648,0.983098592,3.806678967,0.380667897,0.976056338,7.292310219,0.729231022,0.976056338,6.783743209,0.678374321,0.978873239,10.61376532,1.061376532,0.967605634,6.832994632,0.683299463,0.963380282,10.83364203,1.083364203,0.966197183,6.391964965,0.639196496,0.981690141,1.242303626,0.124230363,0.974647887,6.667047607,0.666704761
AP_Endometrium_Breast.arff,405,6.003887067,10937,9.299906815,27.00493827,3.296019748,0.037030264,-3.296019748,2,0,0,10936,100,0,0,0.150617284,0.849382716,0.5,0.349382716,0,0,0,0,0,0,0,0,0,0,0,0,344,84.9382716,0.148984725,-0.364369475,399.9381601,27.73783962,53.51013363,-0.061313011,20.04759598,3.302071308,3.132299513,1822.796581,3198.761553,3399.691049,30.09383248,-1,-1,-1,-1,-1,-1,30.2428172,0.972839506,4.493859165,0.449385917,0.972839506,8.304089363,0.830408936,0.97037037,8.75171581,0.875171581,0.95308642,15.45668335,1.545668335,0.950617284,14.17287974,1.417287974,0.951851852,18.15070429,1.815070429,0.951851852,15.46871316,1.546871316,0.975308642,1.312255695,0.131225569,0.959259259,6.49094665,0.649094665
AP_Endometrium_Lung.arff,187,5.231108617,10937,9.299906815,58.48663102,4.068798198,0.017097924,-4.068798198,2,0,0,10936,100,0,0,0.326203209,0.673796791,0.5,0.173796791,0,0,0,0,0,0,0,0,0,0,0,0,126,67.37967914,0.104968566,-1.392444928,181.8408197,16.18650855,27.05330647,-0.298256248,13.55575275,2.678184424,2.316792525,1849.248323,3283.104785,3400.957394,17.86120908,-1,-1,-1,-1,-1,-1,17.96617764,0.892105263,2.004632075,0.200463207,0.902631579,4.146011813,0.414601181,0.855263158,2.880395041,0.288039504,0.876315789,4.739374532,0.473937453,0.863157895,3.274407608,0.327440761,0.897368421,6.563968742,0.656396874,0.881578947,3.652194887,0.365219489,0.947368421,0.613766113,0.061376611,0.947368421,1.674109014,0.167410901
AP_Endometrium_Prostate.arff,130,4.86753445,10937,9.299906815,84.13076923,4.432372365,0.011886258,-4.432372365,2,0,0,10936,100,0,0,0.469230769,0.530769231,0.5,0.030769231,0,0,0,0,0,0,0,0,0,0,0,0,69,53.07692308,0.055061452,-1.701968371,124.8682676,9.796850772,17.67865459,-0.87444979,11.26045704,2.096216729,1.841236539,1598.280439,2839.588104,3379.713326,17.89009382,-1,-1,-1,-1,-1,-1,17.94515527,0.984615385,1.081844509,0.108184451,0.980769231,2.06755629,0.206755629,0.980769231,1.054993554,0.105499355,0.976923077,2.292749188,0.229274919,0.965384615,1.284503116,0.128450312,0.969230769,2.792730635,0.279273063,0.946153846,1.255971287,0.125597129,0.996153846,0.420698514,0.042069851,0.992307692,0.880733347,0.088073335
AP_Lung_Uterus.arff,250,5.521460918,10937,9.299906815,43.748,3.778445897,0.022858188,-3.778445897,2,0,0,10936,100,0,0,0.496,0.504,0.5,0.004,0,0,0,0,0,0,0,0,0,0,0,0,126,50.4,0.106719311,-1.29427648,244.7510655,19.63700806,34.94386438,-0.324169457,15.70429707,2.866448743,2.603115018,1869.544057,3278.22956,3407.908588,19.46607145,-1,-1,-1,-1,-1,-1,19.57279076,0.934,2.544360782,0.254436078,0.934,5.124224402,0.51242244,0.91,3.849019385,0.384901938,0.918,7.234387965,0.723438797,0.916,5.105008041,0.510500804,0.912,10.44516001,1.044516001,0.904,5.689540053,0.568954005,0.922,0.875843102,0.08758431,0.902,2.467544684,0.246754468
AP_Omentum_Kidney.arff,337,5.82008293,10937,9.299906815,32.45400593,3.479823885,0.030812837,-3.479823885,2,0,0,10936,100,0,0,0.228486647,0.771513353,0.5,0.271513353,0,0,0,0,0,0,0,0,0,0,0,0,260,77.15133531,0.157993073,-1.126905327,331.7488568,23.21844045,47.35689638,-0.437136561,18.26533127,3.010110209,2.95907399,1819.723554,3283.815195,3340.699262,17.35740796,-1,-1,-1,-1,-1,-1,17.51540104,0.947058824,3.404928774,0.340492877,0.972058824,6.149570149,0.614957015,0.947058824,5.623219351,0.562321935,0.95,8.613572682,0.861357268,0.947058824,5.064842733,0.506484273,0.954411765,8.395616069,0.839561607,0.945588235,6.109465634,0.610946563,0.964705882,1.023616319,0.102361632,0.961764706,5.053905604,0.50539056
AP_Omentum_Lung.arff,203,5.313205979,10937,9.299906815,53.87684729,3.986700836,0.018560848,-3.986700836,2,0,0,10936,100,0,0,0.379310345,0.620689655,0.5,0.120689655,0,0,0,0,0,0,0,0,0,0,0,0,126,62.06896552,0.093236002,-1.270275077,197.8195346,17.4654852,30.43767771,-0.122783728,14.13247395,2.766332198,2.437643419,1868.167895,3374.374528,3421.303977,17.16897994,-1,-1,-1,-1,-1,-1,17.26221594,0.909756098,2.188218803,0.21882188,0.897560976,4.202652686,0.420265269,0.880487805,3.486539981,0.348653998,0.873170732,5.215443592,0.521544359,0.851219512,4.289476655,0.428947666,0.873170732,7.490868488,0.749086849,0.863414634,5.374048143,0.537404814,0.934146341,0.72209919,0.072209919,0.843902439,2.413109317,0.241310932
AP_Omentum_Ovary.arff,275,5.616771098,10937,9.299906815,39.77090909,3.683135718,0.025144007,-3.683135718,2,0,0,10936,100,0,0,0.28,0.72,0.5,0.22,0,0,0,0,0,0,0,0,0,0,0,0,198,72,0.138906587,-0.556529106,269.950914,23.6896217,44.56094774,-0.165354207,16.49012947,3.105184769,2.960483847,2099.894048,7080.390233,3483.198789,17.81313245,-1,-1,-1,-1,-1,-1,17.95203904,0.810909091,3.123015262,0.312301526,0.721818182,5.695932743,0.569593274,0.781818182,4.719938292,0.471993829,0.805454545,11.01916544,1.101916544,0.756363636,9.070139973,0.907013997,0.758181818,16.24657213,1.624657213,0.736363636,10.6122463,1.06122463,0.709090909,0.99036241,0.099036241,0.669090909,3.820681382,0.382068138
AP_Omentum_Uterus.arff,201,5.303304908,10937,9.299906815,54.41293532,3.996601907,0.018377983,-3.996601907,2,0,0,10936,100,0,0,0.383084577,0.616915423,0.5,0.116915423,0,0,0,0,0,0,0,0,0,0,0,0,124,61.69154229,0.102172109,-0.79685814,195.8730295,16.55307787,29.59582296,-0.248985708,14.06436825,2.670614277,2.400257525,1774.642539,3131.583401,3432.156435,19.22602149,-1,-1,-1,-1,-1,-1,19.3281936,0.907317073,2.050552541,0.205055254,0.907317073,3.366228408,0.336622841,0.873170732,3.494991327,0.349499133,0.831707317,7.904797715,0.790479771,0.858536585,5.028385769,0.502838577,0.836585366,7.454606534,0.745460653,0.858536585,5.647020416,0.564702042,0.907317073,0.660093968,0.066009397,0.807317073,2.340726337,0.234072634
AP_Ovary_Uterus.arff,322,5.774551546,10937,9.299906815,33.96583851,3.52535527,0.029441346,-3.52535527,2,0,0,10936,100,0,0,0.385093168,0.614906832,0.5,0.114906832,0,0,0,0,0,0,0,0,0,0,0,0,198,61.49068323,0.117383663,-0.702369141,316.9275296,25.6708966,48.56383916,-0.223105624,17.8574791,3.197049851,3.047043598,2062.406131,6609.955729,3464.688723,18.8903512,-1,-1,-1,-1,-1,-1,19.00773486,0.790769231,3.086971214,0.308697121,0.801538462,7.133492104,0.71334921,0.823076923,6.228993615,0.622899362,0.823076923,11.44457498,1.144457498,0.810769231,10.75531954,1.075531954,0.824615385,18.06674625,1.806674625,0.82,10.92179317,1.092179317,0.832307692,1.216366928,0.121636693,0.726153846,5.800455628,0.580045563
AP_Prostate_Kidney.arff,329,5.796057751,10937,9.299906815,33.24316109,3.503849065,0.030081375,-3.503849065,2,0,0,10936,100,0,0,0.209726444,0.790273556,0.5,0.290273556,0,0,0,0,0,0,0,0,0,0,0,0,260,79.02735562,0.125585523,-1.379697827,323.7641015,19.88605408,42.41414827,-0.483523399,18.04563904,2.720714173,2.772359825,1780.357784,3202.482991,3320.47575,18.70759188,-1,-1,-1,-1,-1,-1,18.8331774,0.984848485,3.40925965,0.340925965,0.983333333,7.949226395,0.79492264,0.981818182,5.569740479,0.556974048,0.98030303,10.05162707,1.005162707,0.98030303,6.498806256,0.649880626,0.975757576,9.389014948,0.938901495,0.98030303,6.162569092,0.616256909,0.998484848,1.225230795,0.122523079,0.983333333,5.99867796,0.599867796
AP_Prostate_Uterus.arff,193,5.262690189,10937,9.299906815,56.66839378,4.037216626,0.017646521,-4.037216626,2,0,0,10936,100,0,0,0.357512953,0.642487047,0.5,0.142487047,0,0,0,0,0,0,0,0,0,0,0,0,124,64.24870466,0.071244897,-1.338368814,187.7099554,14.71792649,27.13107287,-0.479665548,13.76813984,2.497806117,2.275927744,1742.779188,3010.686409,3392.179682,19.42807336,-1,-1,-1,-1,-1,-1,19.49931826,0.98974359,1.722103137,0.172210314,0.98974359,3.21610323,0.321610323,0.98974359,1.983175075,0.198317508,0.984615385,4.296098304,0.42960983,0.987179487,2.17417336,0.217417336,0.987179487,3.917448877,0.391744888,0.98974359,1.693556702,0.16935567,0.987179487,0.646523417,0.064652342,0.966666667,1.831539164,0.183153916
AP_Uterus_Kidney.arff,384,5.950642553,10937,9.299906815,28.48177083,3.349264263,0.035110176,-3.349264263,2,0,0,10936,100,0,0,0.322916667,0.677083333,0.5,0.177083333,0,0,0,0,0,0,0,0,0,0,0,0,260,67.70833333,0.203350616,-1.232570832,378.7261304,24.42426531,49.02180336,-0.256837785,19.50868034,3.069995189,3.011464601,1849.266667,3200.142215,3332.362264,18.83129836,-1,-1,-1,-1,-1,-1,19.03464898,0.963636364,3.827669759,0.382766976,0.95974026,7.259481858,0.725948186,0.967532468,5.558380566,0.555838057,0.946753247,10.46597355,1.046597355,0.963636364,6.242040718,0.624204072,0.950649351,11.57596974,1.157596974,0.964935065,6.241741098,0.62417411,0.967532468,1.225156975,0.122515698,0.957142857,6.97807245,0.697807245
ar1.arff,121,4.795790546,30,3.401197382,0.247933884,-1.394593164,4.033333333,1.394593164,2,0,0,29,100,0,0,0.074380165,0.925619835,0.5,0.425619835,0,0,0,0,0,0,0,0,0,0,0,0,112,92.56198347,0.00184154,-1.134144574,45.41981433,7.690281055,9.646363737,0.003909943,6.405305862,2.220180787,1.323343364,231.3190767,1074.085571,119.6140302,0.025989596,-1,-1,-1,-1,-1,-1,0.027831136,0.888,0.00550883,0.000550883,0.888,0.006155441,0.000615544,0.904,0.006557698,0.00065577,0.896,0.007962637,0.000796264,0.888,0.008382658,0.000838266,0.876,0.015519464,0.001551946,0.892,0.014327694,0.001432769,0.808,0.008328971,0.000832897,0.876,0.015842375,0.001584238
ar4.arff,107,4.672828834,30,3.401197382,0.280373832,-1.271631453,3.566666667,1.271631453,2,0,0,29,100,0,0,0.186915888,0.813084112,0.5,0.313084112,0,0,0,0,0,0,0,0,0,0,0,0,87,81.30841122,0.003032521,-0.185591635,44.18275552,17.47393909,13.20836175,-0.443244338,6.685528755,3.310167505,1.796762729,1483.824928,7145.041841,594.8054,0.036035364,-1,-1,-1,-1,-1,-1,0.039067885,0.854545455,0.009845626,0.000984563,0.863636364,0.01221693,0.001221693,0.827272727,0.012503918,0.001250392,0.827272727,0.01734403,0.001734403,0.840909091,0.01654899,0.001654899,0.822727273,0.022670087,0.002267009,0.809090909,0.01781458,0.001781458,0.877272727,0.010258937,0.001025894,0.745454545,0.022773908,0.002277391
ar6.arff,101,4.615120517,30,3.401197382,0.297029703,-1.213923135,3.366666667,1.213923135,2,0,0,29,100,0,0,0.148514851,0.851485149,0.5,0.351485149,0,0,0,0,0,0,0,0,0,0,0,0,86,85.14851485,0.002841459,-0.394076111,46.29820537,11.83941901,17.14528407,0.257635742,6.935419559,2.738884797,2.145369166,234.5563203,793.351203,119.255076,0.042223964,-1,-1,-1,-1,-1,-1,0.045065423,0.847619048,0.009293362,0.000929336,0.838095238,0.011047661,0.001104766,0.857142857,0.010736198,0.00107362,0.847619048,0.014347037,0.001434704,0.838095238,0.01360371,0.001360371,0.8,0.014196635,0.001419663,0.795238095,0.013152108,0.001315211,0.842857143,0.007888423,0.000788842,0.776190476,0.017565093,0.001756509
arsenic-female-bladder.arff,559,6.326149473,5,1.609437912,0.008944544,-4.716711561,111.8,4.716711561,2,1,25,3,75,3,0.333333333,0.143112701,0.856887299,0.5,0.356887299,0,43,43,43,0,43,0,0,0,0,0,0,479,85.68872987,0.00348057,-1.214285714,105.8380956,34.52245109,50.42781701,0,9.651288033,3.363848587,4.449522656,60355.63404,85159.07448,7930.948252,0.00604333,-1,-1,-1,-1,-1,-1,0.0095239,0.858035714,0.01002603,0.001002603,0.857142857,0.010795016,0.001079502,0.864285714,0.006969824,0.000696982,0.865178571,0.008186069,0.000818607,0.851785714,0.01086173,0.001086173,0.857142857,0.010485132,0.001048513,0.80625,0.016083572,0.001608357,0.870535714,0.013939253,0.001393925,0.80625,0.029538853,0.002953885
arsenic-female-lung.arff,559,6.326149473,5,1.609437912,0.008944544,-4.716711561,111.8,4.716711561,2,1,25,3,75,3,0.333333333,0.033989267,0.966010733,0.5,0.466010733,0,43,43,43,0,43,0,0,0,0,0,0,540,96.60107335,0.003335299,-1.214285714,105.8380956,34.52245109,50.42781701,0,9.651288033,3.363848587,4.449522656,60355.63404,85159.07448,7930.948252,0.005936746,-1,-1,-1,-1,-1,-1,0.009272045,0.988392857,0.008796758,0.000879676,0.988392857,0.010393154,0.001039315,0.988392857,0.008876104,0.00088761,0.988392857,0.012299829,0.001229983,0.988392857,0.013243297,0.00132433,0.986607143,0.014570864,0.001457086,0.983928571,0.013761613,0.001376161,0.986607143,0.021245015,0.002124502,0.983928571,0.027608888,0.002760889
arsenic-male-bladder.arff,559,6.326149473,5,1.609437912,0.008944544,-4.716711561,111.8,4.716711561,2,1,25,3,75,3,0.333333333,0.04293381,0.95706619,0.5,0.45706619,0,43,43,43,0,43,0,0,0,0,0,0,535,95.70661896,0.003426883,-1.214285714,104.0734256,33.93422776,49.59594428,0,9.600136757,3.346798162,4.425429501,69504.61321,98097.67741,9034.430674,0.005707392,-1,-1,-1,-1,-1,-1,0.009134275,0.976785714,0.007559196,0.00075592,0.976785714,0.010614218,0.001061422,0.976785714,0.010856204,0.00108562,0.976785714,0.012438783,0.001243878,0.975,0.013023023,0.001302302,0.973214286,0.014608761,0.001460876,0.957142857,0.015426302,0.00154263,0.975,0.011117927,0.001111793,0.957142857,0.023949098,0.00239491
arsenic-male-lung.arff,559,6.326149473,5,1.609437912,0.008944544,-4.716711561,111.8,4.716711561,2,1,25,3,75,3,0.333333333,0.023255814,0.976744186,0.5,0.476744186,0,43,43,43,0,43,0,0,0,0,0,0,546,97.6744186,0.003061733,-1.214285714,104.0734256,33.93422776,49.59594428,0,9.600136757,3.346798162,4.425429501,69504.61321,98097.67741,9034.430674,0.005837267,-1,-1,-1,-1,-1,-1,0.008899,0.999107143,0.009420079,0.000942008,0.998214286,0.009955764,0.000995576,0.999107143,0.009289809,0.000928981,0.999107143,0.00958864,0.000958864,0.998214286,0.008548061,0.000854806,0.999107143,0.009183619,0.000918362,1,0.008703595,0.00087036,1,0.012235089,0.001223509,0.997321429,0.030108092,0.003010809
audiology.arff,226,5.420534999,70,4.248495242,0.309734513,-1.172039757,3.228571429,1.172039757,2,69,100,0,0,0,0,0.252212389,0.747787611,0.5,0.247787611,60,2,224,6.826086957,27.92586278,471,317,2.003792668,222,98.2300885,7,3.097345133,169,74.77876106,0.014178081,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.814765885,1.62622,0.015517992,52.50459411,103.7957035,0.110371995,0.124550076,0.804347826,0.009598904,0.00095989,0.804347826,0.009559428,0.000955943,0.917391304,0.009302836,0.000930284,0.917391304,0.007054697,0.00070547,0.952173913,0.008524771,0.000852477,0.954347826,0.011913362,0.001191336,0.958695652,0.013164741,0.001316474,0.886956522,0.019986531,0.001998653,0.856521739,0.044549081,0.004454908
autoHorse.arff,205,5.323009979,26,3.258096538,0.126829268,-2.064913441,7.884615385,2.064913441,2,8,32,17,68,2.125,0.470588235,0.404878049,0.595121951,0.5,0.095121951,3,2,22,6.375,6.303520842,51,57,1.069418386,46,22.43902439,6,2.926829268,122,59.51219512,0.00617281,-1,-1,-1,-1,-1,-1,-1,-1,532.1094661,1855.515981,1271.202742,0.034392387,0.973732646,4.06021,0.12788775,7.613963395,30.74826772,0.016624783,0.05718998,0.875609756,0.011923231,0.001192323,0.834146341,0.012109161,0.001210916,0.907317073,0.011710062,0.001171006,0.9,0.016246211,0.001624621,0.958536585,0.017792868,0.001779287,0.926829268,0.026227634,0.002622763,0.956097561,0.017829975,0.001782998,0.86097561,0.014518361,0.001451836,0.868292683,0.034152375,0.003415237
autoMpg.arff,398,5.986452005,8,2.079441542,0.020100503,-3.907010464,49.75,3.907010464,2,3,42.85714286,4,57.14285714,1.333333333,0.75,0.474874372,0.525125628,0.5,0.025125628,0,3,13,7,4.320493799,21,6,0.188442211,6,1.507537688,1,0.251256281,209,52.51256281,0.003854404,-1,-1,-1,-1,-1,-1,-1,-1,247.7779846,347.1646349,820.9719775,0.004516016,0.998177694,5.43842,0.23207589,4.301083122,22.4338198,0.004771424,0.013141845,0.885,0.008010008,0.000801001,0.885,0.009138617,0.000913862,0.87375,0.007630252,0.000763025,0.885,0.012721034,0.001272103,0.905,0.010039452,0.001003945,0.90875,0.013080657,0.001308066,0.8875,0.016346874,0.001634687,0.90125,0.017023487,0.001702349,0.85375,0.023251169,0.002325117
autoPrice.arff,159,5.068904202,16,2.772588722,0.100628931,-2.29631548,9.9375,2.29631548,2,0,0,15,100,0,0,0.339622642,0.660377358,0.5,0.160377358,0,0,0,0,0,0,0,0,0,0,0,0,105,66.03773585,0.001755483,-0.83501551,5.509808333,0.886852557,1.564640106,-0.983349919,2.684605122,0.621462793,0.786795726,72.01481344,157.472335,558.4927945,0.027694945,-1,-1,-1,-1,-1,-1,0.029450428,0.925,0.010375785,0.001037578,0.925,0.011111611,0.001111161,0.921875,0.006753103,0.00067531,0.925,0.011984418,0.001198442,0.946875,0.009094799,0.00090948,0.946875,0.010103008,0.001010301,0.946875,0.008154884,0.000815488,0.93125,0.008125672,0.000812567,0.925,0.017946823,0.001794682
autos.arff,205,5.323009979,26,3.258096538,0.126829268,-2.064913441,7.884615385,2.064913441,2,10,40,15,60,1.5,0.666666667,0.326829268,0.673170732,0.5,0.173170732,3,2,22,6.2,5.688585061,62,59,1.106941839,46,22.43902439,7,3.414634146,138,67.31707317,0.006827712,-1,-1,-1,-1,-1,-1,-1,-1,605.4776322,1963.769827,1447.090999,0.015774872,0.911653998,4.56128,0.062010472,14.70161363,72.55666638,0.00998537,0.032587954,0.695121951,0.010146431,0.001014643,0.67804878,0.011351228,0.001135123,0.714634146,0.012264301,0.00122643,0.687804878,0.012188507,0.001218851,0.792682927,0.010388417,0.001038842,0.768292683,0.012786959,0.001278696,0.824390244,0.016599124,0.001659912,0.67804878,0.014197424,0.001419742,0.690243902,0.024089237,0.002408924
auto_price.arff,159,5.068904202,16,2.772588722,0.100628931,-2.29631548,9.9375,2.29631548,2,1,6.666666667,14,93.33333333,14,0.071428571,0.339622642,0.660377358,0.5,0.160377358,0,6,6,6,0,6,0,0,0,0,0,0,105,66.03773585,0.001919702,-0.83501551,5.509808333,0.989432486,1.57007109,-0.983349919,2.684605122,0.659134988,0.801234847,77.0737767,161.8174659,598.3325763,0.01292986,-1,-1,-1,-1,-1,-1,0.014849562,0.925,0.005595676,0.000559568,0.925,0.005708182,0.000570818,0.928125,0.00594622,0.000594622,0.925,0.007054302,0.00070543,0.95625,0.006756655,0.000675666,0.940625,0.008545693,0.000854569,0.940625,0.009090457,0.000909046,0.93125,0.007985533,0.000798553,0.925,0.016937036,0.001693704
backache.arff,180,5.192956851,33,3.496507561,0.183333333,-1.696449289,5.454545455,1.696449289,2,26,81.25,6,18.75,0.230769231,4.333333333,0.138888889,0.861111111,0.5,0.361111111,22,2,10,2.730769231,1.952467715,71,0,0,0,0,0,0,155,86.11111111,0.00545909,-1.200074189,4.456500686,0.542870612,1.855064209,-3.96E-08,0.776369154,0.417885319,0.290490773,13.24225111,17.81960598,41.94409317,0.006897189,0.581321499,2.97799,0.011178303,52.0044513,265.4078017,0.034911886,0.047268165,0.861111111,0.005269607,0.000526961,0.861111111,0.005721209,0.000572121,0.833333333,0.00655375,0.000655375,0.838888889,0.007343659,0.000734366,0.805555556,0.015137735,0.001513773,0.844444444,0.014735083,0.001473508,0.788888889,0.014122815,0.001412282,0.236111111,0.015151946,0.001515195,0.775,0.028763946,0.002876395
